# Bullinger	Heinrich
# Bullinger	Heinrich sen
# Bullinger	Heinrich jun
#	Stumpf	Ar loVtVtV vAcfcoVf
#	Sulzer	s.n.
#	Synode	s.n.
#	SöStöfeer	Hans Badolt
#	Sülier	Budolf
#	TLkWm	s.n.
#	TScMaiMC	Wrd S
#	TSutu	s.n.
#	Talmann	Achilles
#	Tamowski	Johannes
#	Tarnowics	Johannes
#	TbulU	j T JnMrU
#	Tergeri	Petras Psalm
#	TgCr	Tobias
#	Thomas	Brast
#	Tllinger	s.n.
#	Toggenburger	s.n.
#	Tschudi	s.n.
#	Tschudi	Casper
#	TtohrrUtkt	s.n.
#	Turner	Wilhelm
#	Uchahski	Jakb
#	UrSinu	Zaeharis
#	VCflotfnrs	ft yti
#	Vaidner	Wolfgang
#	VerUeli	Pietro
#	Verget	Pietro Paolo
#	Verlegung	der
#	Vermigli	Peter M rtyr
#	Vermiglipeter	Martyr
#	Verweiskarte	s.n.
#	VitrelOinus	Alexander
#	WWis	s.n.
#	Waidner	s.n.
#	WalderKonrad	s.n.
#	Wbias	s.n.
#	WblS	s.n.
#	Weidner	Johannes
#	Wfobias	s.n.
#	Wfäius	Johannes
#	Wienern	der Kirchen Zürich
#	Wilder	Bin Edolf
#	Wilhel	s.n.
#	Wilhelm	IV Landgraf
#	Wilhelm	IV vin Hessen
#	Wilhelm	Landgraf rem
#	Wittenstein	Ludwig vom
#	Wittenstein	Ludwig von
#	Wittgenstein	Ludwig ven
#	Wittgenstein	Ludwig wen
#	Wkowskl	Stanislaus
#	Wohias	s.n.
#	Wolfgang	Wissenburg
#	ZUzHj	s.n.
#	Zanchi	Hieronim
#	Zanchi	Hieronlmo
#	Zanchi	irolamo
#	Zoller	Agatha
#	Zurkinden	Zerchintest
#	ahricius	Johannes
#	alvin	Johannes
#	areius	Joh nnes
#	de Coligny	Gaspard
#	de Henry	Bourbon pnnce
#	de Henry	Bourbon prince
#	du Praisse	Jean
#	emendavique	plures
#	englische	Bischöfe
#	etacr	Marfetteiln
#	evLindauer	Bernhard
#	fSfarer	Ambrosius
#	fSger	Budol
#	fWaidner	Wolfgang
#	farius	Johannes
#	feegexo	Pier Paolo
#	ffier	Hans Rudolf
#	ffiier	Budolf
#	ffius	Johannes
#	fiamus	Pierre
#	von Albrecht	Preussen
#	von Alhrecht	Preussen
#	von Balis	Briedrich
#	von Balthasar	Karpfen
#	von Cham	Bernhard
#	von Christoph	Herzog
#	von Diesbach	Hikluas
#	von Diesbach	Niklas
#	von FMlipp	Landgraf
#	von Fleckenstein	Heinrich
#	von Pankraz	Freiburg
#	von Savoyen	Margareta
#	von Wilhelm	Sulz
#	von Wilhelm	iv  Hessen
#	zum Anjou	polnKönig
#	äYspiniaa	Johannes
#	ägli	Totiaa
#	önigMaximilian	s.n.
